title,type,radar_notes,radar_peak,radar_scratch,radar_soflan,radar_charge,radar_chord,notes,radar_top
Programmed Sun (xac Antarctic Ocean mix),A,79.36,85.71,14.26,0,0,56.64,1013,PEAK
reunion,N,56.91,58.57,25.18,0,0,18.13,708,PEAK
reunion,H,99.6,102.63,33.38,0,0,80.4,1239,PEAK
reunion,A,134.81,132.89,42.16,0,0,137.66,1677,CHORD
ANTHEM LANDING,N,39.42,44.28,12.33,0,0,8.45,489,PEAK
ANTHEM LANDING,H,75.16,67.14,12.76,0,0,56.85,987,NOTES
ANTHEM LANDING,A,115.14,107.89,15.82,0,0,110.84,1484,NOTES
Medicine of love,N,32.48,30,34.32,0,0,8.6,331,SCRATCH
Medicine of love,H,54.76,54.28,62.93,0,0,47.24,558,SCRATCH
Medicine of love,A,85,78.57,48.62,0,0,94.71,866,CHORD
Fantasia,N,18.55,20,4.7,0,0,0,201,PEAK
Fantasia,H,72.11,58.57,35.65,0,0,56.3,781,NOTES
Fantasia,A,103.68,84.28,45.07,0,0,110.86,1123,CHORD
SABER WING,N,25.83,24.28,6,100.93,0,0.8,282,SOFLAN
SABER WING,H,87.2,78.57,31.36,159.79,0,78.49,952,SOFLAN
SABER WING,A,131.72,123.68,31.36,172.01,0,131.43,1438,SOFLAN
DM STAR ～関西 energy style～,N,45.06,41.42,17.52,0,0,12.89,562,NOTES
DM STAR ～関西 energy style～,H,78.51,74.28,17.52,0,0,53.46,979,NOTES
DM STAR ～関西 energy style～,A,96.71,78.57,17.52,0,0,88.35,1206,NOTES
WE LOVE SHONAN,N,37.81,32.85,45.69,0,0,11.25,404,SCRATCH
WE LOVE SHONAN,H,80.97,82.85,80.47,0,0,75.73,865,PEAK
WE LOVE SHONAN,A,103.53,100,94.11,0,0,96.69,1106,NOTES
ALBIDA,N,48.09,44.28,21.89,0,0,8,560,NOTES
ALBIDA,H,86.99,81.42,35.66,0,0,55.69,1013,NOTES
ALBIDA,A,131.39,122.36,92.6,0,0,135.12,1530,CHORD
黒髪乱れし修羅となりて,N,33.05,30,20.55,0,0,7.19,410,NOTES
黒髪乱れし修羅となりて,H,86.83,71.42,22.32,0,0,31.87,1077,NOTES
黒髪乱れし修羅となりて,A,140.68,119.73,40.53,0,0,130.07,1745,NOTES
sakura storm,N,57.83,54.28,27.08,0,0,31.8,529,NOTES
sakura storm,H,73.79,58.57,86.82,0,24.53,55.71,675,SCRATCH
sakura storm,A,133.92,110.52,116.47,0,63.9,112.28,1225,NOTES
Everlasting Resort,N,39.25,37.14,12.12,0,7.96,11.65,448,NOTES
Everlasting Resort,H,58.61,60,15.95,0,35.81,34.43,669,PEAK
Everlasting Resort,A,84.02,88.57,20.42,0,104.05,68.06,959,CHARGE
Take Me Higher,N,32.9,28.57,30.56,0,0,6.8,400,NOTES
Take Me Higher,H,69.18,58.57,37.76,0,0,37.47,841,NOTES
Take Me Higher,A,98.88,81.42,46.15,0,0,85.78,1202,NOTES
STELLAR WIND,N,26.63,24.28,1.8,0,0,0,322,NOTES
STELLAR WIND,H,79.66,75.71,32.54,0,0,40.06,963,NOTES
STELLAR WIND,A,113.32,110.52,43.99,0,0,95.27,1370,NOTES
Love♥km,N,26.83,28.57,1.38,0,0,1.4,282,PEAK
Love♥km,H,68.69,58.57,12.47,0,0,24.45,722,NOTES
Love♥km,A,108.65,88.57,17.32,0,0,70.53,1142,NOTES
Sakura Reflection,N,22.64,24.28,6.81,0,0,2.2,242,PEAK
Sakura Reflection,H,76.27,64.28,25.22,0,44.46,54.7,815,NOTES
Sakura Reflection,A,111.37,109.21,29.32,0,119.9,111.6,1190,CHARGE
THE FALLEN,N,42.14,35.71,24.93,0,0,19.2,468,NOTES
THE FALLEN,H,70.24,64.28,48.55,0,0,45.1,780,NOTES
THE FALLEN,A,124.01,113.15,64.95,0,0,126.17,1377,CHORD
Broken,N,41.29,47.14,7.2,0,0,20.51,543,PEAK
Broken,H,79.01,72.85,13.29,0,0,39.83,1039,NOTES
Broken,A,121.52,131.57,22.16,0,0,123.76,1598,PEAK
Wuv U,N,21.61,21.42,10.6,0,0,1.6,208,NOTES
Wuv U,H,69.83,67.14,43.91,0,0,43.68,672,NOTES
Wuv U,A,89.48,90,59.81,0,0,79.7,861,PEAK
Survival Games,N,40.12,35.71,8.77,0,0,20,433,NOTES
Survival Games,H,69.13,55.71,15.52,0,0,39.31,746,NOTES
Survival Games,A,101.1,81.42,18.23,0,0,80.74,1091,NOTES
SPECIAL SUMMER CAMPAIGN!,N,33.2,37.14,8.1,0,0,8.2,358,PEAK
SPECIAL SUMMER CAMPAIGN!,H,77.25,64.28,59.45,0,0,58.86,833,NOTES
SPECIAL SUMMER CAMPAIGN!,A,139.94,109.21,73.64,0,0,138.3,1509,NOTES
中華急行,N,16.02,24.28,7.82,0,0,1.79,164,PEAK
中華急行,H,75.22,67.14,31.31,0,0,51.71,770,NOTES
中華急行,A,114.01,92.85,34.16,0,0,96.61,1167,NOTES
Snake Stick,N,45.92,41.42,91.93,0,0,8.2,535,SCRATCH
Snake Stick,H,91.59,81.42,164.15,0,0,52.07,1067,SCRATCH
Snake Stick,A,124.21,110.52,178.48,0,0,102.77,1447,SCRATCH
天空の夜明け,N,51.89,54.28,10.47,0,0,18.92,686,PEAK
天空の夜明け,H,85.1,91.42,19.29,0,0,46.49,1125,PEAK
天空の夜明け,A,156.61,148.68,15.98,0,0,147.91,2072,NOTES
F,N,44.62,41.42,16.5,0,0,8.31,532,NOTES
F,H,92.18,74.28,18.94,0,0,26.36,1099,NOTES
F,A,152.03,123.68,23.83,0,0,114.46,1813,NOTES
In the Blackest Den,N,38.53,40,26.88,0,0,5.4,449,PEAK
In the Blackest Den,H,71.31,67.14,63.15,0,0,15.13,831,NOTES
In the Blackest Den,A,117.74,103.94,85.66,0,0,55.55,1372,NOTES
恋する☆宇宙戦争っ！！,N,35.23,32.85,13.54,0,0,11,455,NOTES
恋する☆宇宙戦争っ！！,H,68.37,62.85,32.15,0,0,47.23,883,NOTES
恋する☆宇宙戦争っ！！,A,142.1,125,59.8,0,0,109.71,1835,NOTES
恋する☆宇宙戦争っ！！,L,181.74,146.05,76.16,0,48.84,163.16,2355,NOTES
ANAGRAMS I to Y,N,33.22,32.85,5.83,0,0,8.65,456,NOTES
ANAGRAMS I to Y,H,61.86,52.85,7.96,0,0,27.91,849,NOTES
ANAGRAMS I to Y,A,90.71,75.71,31.85,0,0,87.75,1245,NOTES
YAKSHA,N,47.77,45.71,10.98,0,0,13.6,634,NOTES
YAKSHA,H,91.55,98.57,21.96,0,0,67.67,1215,PEAK
YAKSHA,A,150.69,136.84,38.97,0,0,132.07,2000,NOTES
DIAVOLO,N,56.87,52.85,35.95,0,0,29.43,657,NOTES
DIAVOLO,H,84.31,68.57,46.67,0,0,37.7,974,NOTES
DIAVOLO,A,151.04,171.42,52.98,0,0,105.55,1745,PEAK
Scharfrichter,N,34.72,34.28,11.83,0,26.71,9,449,NOTES
Scharfrichter,H,63.56,60,21.41,0,76.96,37.21,822,CHARGE
Scharfrichter,A,113.83,110.52,32.11,0,152.74,114.47,1472,CHARGE
Lucky Days,N,26.54,28.57,11.61,0,0,10.8,333,PEAK
Lucky Days,H,61.93,60,22.06,0,0,39.18,777,NOTES
Lucky Days,A,88.55,91.42,31.35,0,0,72.89,1111,PEAK
CALL,N,14.83,18.57,8.76,0,0,2.8,185,PEAK
CALL,H,35.35,47.14,9.93,0,0,26.66,441,PEAK
CALL,A,58.93,64.28,9.93,0,0,40.55,735,PEAK
CALL,L,109.92,110.52,16.35,0,180.19,113.19,1371,CHARGE
KYAMISAMA ONEGAI!,N,27.7,28.57,19.36,0,0,3.4,344,PEAK
KYAMISAMA ONEGAI!,H,46.71,44.28,47.53,0,0,9.8,580,SCRATCH
KYAMISAMA ONEGAI!,A,86.67,82.85,54.57,0,0,44.25,1076,NOTES
KYAMISAMA ONEGAI!,L,127.5,119.73,51.05,0,1.09,115.38,1583,NOTES
Several Words,N,28.26,28.57,1.28,0,11.71,2.4,321,PEAK
Several Words,H,64.19,60,13.47,0,20.62,43.72,729,NOTES
Several Words,A,96.68,85.71,17.32,0,48.28,85.64,1098,NOTES
SA.YO.NA.RA. SUPER STAR,N,21,31.42,11.1,28.25,0.93,1.6,248,PEAK
SA.YO.NA.RA. SUPER STAR,H,55.55,65.71,28.99,73.99,0.93,36.48,656,SOFLAN
SA.YO.NA.RA. SUPER STAR,A,73.5,92.85,35.78,89.53,1.87,52.91,868,PEAK
蛇神,N,29.04,28.57,6.32,0,15.46,12.4,368,NOTES
蛇神,H,61,62.85,17.82,0,39.37,40.6,773,PEAK
蛇神,A,113.47,122.36,27.59,0,119.1,100.36,1438,PEAK
Todestrieb,N,41.86,41.42,3.23,0,10.62,17.45,565,NOTES
Todestrieb,H,72.53,67.14,6.47,0,18.59,47.96,979,NOTES
Todestrieb,A,128.39,123.68,11.33,0,78.57,127.13,1733,NOTES
GIGANT,N,27.84,27.14,2.73,0,5.15,0.4,297,NOTES
GIGANT,H,56.34,45.71,35.51,0,23.12,18.97,601,NOTES
GIGANT,A,83.44,67.14,38.93,0,74.68,59.38,890,NOTES
prompt,N,37.87,35.71,1.71,0,0,10.4,482,NOTES
prompt,H,63.01,55.71,6.86,0,0,31.09,802,NOTES
prompt,A,111.57,105.26,15.45,0,0,107.9,1420,NOTES
衰色小町メランコリア,N,34.76,32.85,2.52,0,0,15.77,401,NOTES
衰色小町メランコリア,H,61.63,50,11.36,0,0,47.25,711,NOTES
衰色小町メランコリア,A,103.33,87.14,43.57,0,0,108.26,1192,CHORD
Quick Silver,N,35.04,40,25.91,0,3.75,4.4,404,PEAK
Quick Silver,H,81.62,71.42,36.65,0,28.62,50.36,941,NOTES
Quick Silver,A,117.36,103.94,61.93,0,30.15,110.23,1353,NOTES
Into The Sunlight,N,40.4,35.71,3.96,0,0,9,520,NOTES
Into The Sunlight,H,68.14,51.42,9.62,0,0,40.4,877,NOTES
Into The Sunlight,A,92.62,81.42,13.02,0,0,93.16,1192,CHORD
君のハートにロックオン,N,28.24,25.71,7.45,0,0,0.2,359,NOTES
君のハートにロックオン,H,71.12,67.14,18.91,0,0,12.03,904,NOTES
君のハートにロックオン,A,107.23,97.14,37.83,0,0,67.88,1363,NOTES
Almace,N,39.93,34.28,11.45,0,2.03,8.05,432,NOTES
Almace,H,61.01,58.57,30.31,0,24.06,43.44,660,NOTES
Almace,A,93.55,88.57,43.1,0,96.62,77.53,1012,CHARGE
Drive Me Crazy,N,30.16,25.71,7.3,0,0,2,361,NOTES
Drive Me Crazy,H,58.82,51.42,43.83,0,0,32.77,704,NOTES
Drive Me Crazy,A,96.67,84.28,54.78,0,0,100.26,1157,CHORD
The Sampling Paradise,N,36.89,37.14,25.15,0,0.46,3.25,438,PEAK
The Sampling Paradise,H,79.17,70,53.38,0,3.9,28.61,940,NOTES
The Sampling Paradise,A,130.12,119.73,111.82,0,12.03,113.41,1545,NOTES
Release The Music,N,33.96,34.28,26.47,0,0,6,430,PEAK
Release The Music,H,58.45,57.14,32.22,0,0,28.93,740,NOTES
Release The Music,A,85.39,84.28,46.61,0,0,60.17,1081,NOTES
Thunderbolt,N,42.15,35.71,9.9,0,0,4.2,527,NOTES
Thunderbolt,H,77.99,62.85,32.05,0,0,35.05,975,NOTES
Thunderbolt,A,152.81,123.68,74.6,0,0,156.99,1911,CHORD
Follow Tomorrow,N,36.55,34.28,8.15,0,0,6.2,457,NOTES
Follow Tomorrow,H,60.3,58.57,23.89,0,0,32.96,754,NOTES
Follow Tomorrow,A,91.34,92.85,41.95,0,0,100.67,1142,CHORD
NNRT,N,45.74,42.85,13.18,13.79,0,5,632,NOTES
NNRT,H,93.37,91.42,44.29,15.64,0,96.59,1290,CHORD
NNRT,A,128.84,125,51.68,15.64,0,136.8,1780,CHORD
SHADE,N,44.72,38.57,9.46,0,0,1.4,551,NOTES
SHADE,H,81.31,75.71,15.82,0,0,25.06,1048,NOTES
SHADE,A,114.49,115.78,15.95,0,0,116.49,1464,CHORD
24th Century BOY,N,34.01,34.28,7.49,0,0,5.8,430,PEAK
24th Century BOY,H,78.79,72.85,21.9,0,0,41.22,996,NOTES
24th Century BOY,A,115.18,125,24.78,0,0,112.99,1456,PEAK
The Limbo,N,47.36,47.14,10.87,0,0,7.8,603,NOTES
The Limbo,H,81.85,85.71,22.89,0,0,46.19,1042,PEAK
The Limbo,A,133.62,127.63,49.79,0,0,121.65,1701,NOTES
The Limbo,L,171.61,200,49.79,0,0,177.59,2190,PEAK
Miami Sunset Drive,N,24.42,22.85,4.39,0,19.06,3.4,324,NOTES
Miami Sunset Drive,H,41.3,44.28,9.88,0,55,11.85,548,CHARGE
Miami Sunset Drive,A,63.46,71.42,9.88,0,127.25,37.27,842,CHARGE
A MINSTREL ～ ver. short-scape ～,N,27.14,30,6.95,0,3.28,5.6,341,PEAK
A MINSTREL ～ ver. short-scape ～,H,58.27,45.71,8.11,0,13.43,43,732,NOTES
A MINSTREL ～ ver. short-scape ～,A,94.49,81.42,13.91,0,29.21,109.26,1187,CHORD
A MINSTREL ～ ver. short-scape ～,L,155.44,140.78,22.61,0,48.39,200,1954,CHORD
LAX5 feat.Ryota Yoshinari,N,43.65,42.85,17.08,0,0,15.85,540,NOTES
LAX5 feat.Ryota Yoshinari,H,87.47,71.42,21.79,0,0,72.53,1082,NOTES
LAX5 feat.Ryota Yoshinari,A,115.37,101.31,20.02,0,0,120.82,1427,CHORD
BLACK.by X-Cross Fade,N,44.07,38.57,99.19,0,0,19.09,518,SCRATCH
BLACK.by X-Cross Fade,H,94.53,87.14,173.27,0,0,96.07,1111,SCRATCH
BLACK.by X-Cross Fade,A,147.89,128.94,189.77,0,0,152.48,1738,SCRATCH
Yellow Sunrise,N,31.65,28.57,4.21,0,0,1,383,NOTES
Yellow Sunrise,H,60,62.85,10.23,0,0,19.72,726,PEAK
Yellow Sunrise,A,94.63,88.57,13.84,0,0,66.98,1145,NOTES
陽炎,N,29.84,30,8.23,0,0,14,317,PEAK
陽炎,H,57.04,48.57,17.83,0,0,34.74,606,NOTES
陽炎,A,95.08,77.14,25.37,0,0,88.17,1010,NOTES
Mermaid girl-秋葉工房 MIX-,N,31.78,30,9.48,0,0,1,415,NOTES
Mermaid girl-秋葉工房 MIX-,H,51.93,44.28,17.29,0,0,13.87,678,NOTES
Mermaid girl-秋葉工房 MIX-,A,78.89,65.71,27.9,0,0,64.91,1030,NOTES
Express Emotion,N,31.11,30,5.88,0,0,5.6,385,NOTES
Express Emotion,H,42.1,35.71,8.83,0,0,10.2,521,NOTES
Express Emotion,A,102.71,82.85,32.97,0,0,89.15,1271,NOTES
突撃!ガラスのニーソ姫!,N,28.91,30,10.88,0,0,6.6,329,PEAK
突撃!ガラスのニーソ姫!,H,52.02,50,29.45,0,0,32.58,592,NOTES
突撃!ガラスのニーソ姫!,A,93.67,90,50.57,0,33.6,99.67,1066,CHORD
Liquid Crystal Girl feat. echo,N,16.34,15.71,4.55,0,0,0.2,209,NOTES
Liquid Crystal Girl feat. echo,H,43.94,37.14,17.09,0,0,20.2,562,NOTES
Liquid Crystal Girl feat. echo,A,79.29,64.28,28.48,0,0,63.72,1014,NOTES
Round and Round,N,31.4,45.71,15.33,0,0,9,403,PEAK
Round and Round,H,48.47,51.42,32.93,0,0,22.6,622,PEAK
Round and Round,A,84.79,81.42,61.89,0,0,64.39,1088,NOTES
Star Trail,N,26.91,27.14,9.05,0,0,4.6,325,PEAK
Star Trail,H,50.68,47.14,19.91,0,0,19.01,612,NOTES
Star Trail,A,78.01,84.28,40.42,0,0,46.17,942,PEAK
Change the World,N,32.74,31.42,15.05,0,0,4.8,412,NOTES
Change the World,H,56.74,51.42,15.63,0,0,22.45,714,NOTES
Change the World,A,73.99,71.42,16.79,0,0,50.69,931,NOTES
ユミル,N,27.04,27.14,9.46,0,0,15.4,333,PEAK
ユミル,H,56.11,52.85,32.53,0,0,40.84,691,NOTES
ユミル,A,116.44,102.63,46.14,0,0,116.95,1434,CHORD
ユミル,L,163.76,140.78,47.92,0,0,189.11,2020,CHORD
Phoenix,N,39.32,37.14,4.41,0,0,7.4,454,NOTES
Phoenix,H,53.44,50,7.57,0,0,13.43,617,NOTES
Phoenix,A,108.96,85.71,35.34,0,0,68.54,1258,NOTES
Phoenix,L,175.08,173.21,51.74,0,11.25,158.47,2027,NOTES
RESISTANCE,N,26.72,25.71,4.25,0,0,3.4,320,NOTES
RESISTANCE,H,56.7,47.14,42.59,0,0,25.22,679,NOTES
RESISTANCE,A,100.05,91.42,50.5,0,0,105.84,1198,CHORD
LETHEBOLG ～双神威に斬り咲けり～,N,40.54,40,11.4,0,0,12.91,518,NOTES
LETHEBOLG ～双神威に斬り咲けり～,H,64.65,55.71,15.39,0,0,31.51,826,NOTES
LETHEBOLG ～双神威に斬り咲けり～,A,86.96,88.57,18.82,0,0,77.49,1111,PEAK
I'm so Happy,N,21.37,21.42,7.37,0,0,2.2,211,PEAK
I'm so Happy,H,71.81,62.85,24.35,0,0,23.48,709,NOTES
I'm so Happy,A,120.22,109.21,81.17,0,0,104.55,1187,NOTES
Snow Goose,N,18.61,15.71,0,0,0,0,188,NOTES
Snow Goose,H,68.42,52.85,0.72,0,0,13.4,691,NOTES
Snow Goose,A,122.59,106.57,7.21,0,0,54.78,1238,NOTES
Far east nightbird,N,21.81,22.85,3.61,0,0,2.8,264,PEAK
Far east nightbird,H,56.34,50,13.24,0,0,24.83,682,NOTES
Far east nightbird,A,84.68,81.42,13.84,0,0,62.83,1025,NOTES
PentaCube Gt.(RX-Ver.S.P.L.),N,22.09,25.71,16.94,0,0,3.4,266,PEAK
PentaCube Gt.(RX-Ver.S.P.L.),H,64.37,65.71,41.15,0,0,52.58,775,PEAK
PentaCube Gt.(RX-Ver.S.P.L.),A,88.79,87.14,45.99,0,0,98.82,1069,CHORD
Infinite cave,N,43.21,52.85,27.97,0,0,17.45,529,PEAK
Infinite cave,H,64.21,62.85,38.09,0,0,40.39,786,NOTES
Infinite cave,A,85.29,90,44.04,0,0,78.72,1044,PEAK
QUANTUM TELEPORTATION,N,54.53,55.71,27.25,0,0,28.98,729,PEAK
QUANTUM TELEPORTATION,H,90.96,95.71,35.42,0,0,60.11,1216,PEAK
QUANTUM TELEPORTATION,A,111.46,101.31,39.24,0,0,90.42,1490,NOTES
QUANTUM TELEPORTATION,L,138.02,139.47,40.87,0,0,131.14,1845,PEAK
ƒƒƒƒƒ,N,40.83,38.57,17.25,0,0,6.6,431,NOTES
ƒƒƒƒƒ,H,105.07,92.85,39.34,0,0,68.11,1109,NOTES
ƒƒƒƒƒ,A,153.78,128.94,40.03,0,0,129.17,1624,NOTES
子供の落書き帳,N,48.31,55.71,2.24,0,0,8.2,471,PEAK
子供の落書き帳,H,104.42,91.42,26.9,0,0,82.64,1018,NOTES
子供の落書き帳,A,143.1,146.05,52.31,0,0,113.51,1395,PEAK
yellow head joe,N,40.57,32.85,2.21,0,0,3.59,401,NOTES
yellow head joe,H,78.71,65.71,22.85,0,0,28.57,778,NOTES
yellow head joe,A,116.55,91.42,35.38,0,0,73.31,1152,NOTES
WONDER WALKER,N,38.87,32.85,1.14,0,0,1.6,496,NOTES
WONDER WALKER,H,77.59,65.71,18.84,0,0,29.09,990,NOTES
WONDER WALKER,A,150.54,126.31,49.1,0,0,146.58,1921,NOTES
532nm,N,28.52,35.71,5.05,0,0,6.2,288,PEAK
532nm,H,63.38,61.42,10.82,0,0,34.09,640,NOTES
532nm,A,133.61,122.36,43.29,0,0,107.73,1349,NOTES
ビューティフルレシート,N,23.69,28.57,3.33,0,0,3.4,259,PEAK
ビューティフルレシート,H,56.82,60,31.99,0,0,31.61,621,PEAK
ビューティフルレシート,A,89.49,95.71,51.33,0,0,100.52,978,CHORD
quaver♪,N,32.22,31.42,3.28,10.67,0,5,357,NOTES
quaver♪,H,97.03,85.71,22.36,28.64,0,93.25,1075,NOTES
quaver♪,A,157.37,139.47,34.85,45.73,0,145.94,1745,NOTES
Castle on the Moon,N,32.8,31.42,16.76,0,0,0,328,NOTES
Castle on the Moon,H,83.72,80,42.99,0,0,48.88,837,NOTES
Castle on the Moon,A,123.13,114.47,60.48,0,0,82.87,1231,NOTES
Flip Flap,N,25.17,21.42,12.47,0,0,1.6,294,NOTES
Flip Flap,H,60.44,52.85,33.68,0,0,45.33,706,NOTES
Flip Flap,A,97.34,85.71,51.14,0,0,108.76,1137,CHORD
TITANS RETURN,N,29.64,28.57,8.15,0,0,3.2,318,NOTES
TITANS RETURN,H,74.77,65.71,20.37,0,0,36.62,802,NOTES
TITANS RETURN,A,118.87,117.1,72,0,0,105.55,1275,NOTES
TITANS RETURN,L,128.38,123.68,73.36,146,175.27,111.25,1377,CHARGE
HAERETICUS,N,40.19,38.57,19.96,0,0,5,440,NOTES
HAERETICUS,H,91.36,100,40.6,0,0,57.08,1000,PEAK
HAERETICUS,A,145.17,146.05,83.2,0,0,124.35,1589,PEAK
planarian,N,30.72,30,13.67,0,0,4.71,360,NOTES
planarian,H,72.88,62.85,16.78,0,0,31.89,854,NOTES
planarian,A,109.15,94.28,19.27,0,0,98.14,1279,NOTES
Fractal,N,49.87,45.71,12.33,0,0,7.45,648,NOTES
Fractal,H,79.51,64.28,19.06,0,0,33.79,1033,NOTES
Fractal,A,116.38,97.14,22.43,0,0,101.01,1512,NOTES
Liberation,N,55.43,48.57,12.75,0,0,33.53,760,NOTES
Liberation,H,87.75,72.85,13.28,0,0,64.02,1203,NOTES
Liberation,A,138.96,126.31,12.75,0,0,127.47,1905,NOTES
ΕΛΠΙΣ,N,46.38,44.28,15.62,0,0,5.25,584,NOTES
ΕΛΠΙΣ,H,85.38,77.14,19.09,0,0,18.95,1075,NOTES
ΕΛΠΙΣ,A,127.08,115.78,20.25,0,0,96.49,1600,NOTES
ΕΛΠΙΣ,L,147.1,130.26,20.25,0,53.42,114.25,1852,NOTES
狂イ咲ケ焔ノ華,N,46.45,42.85,9.8,0,0,17.6,621,NOTES
狂イ咲ケ焔ノ華,H,94.92,82.85,28.88,0,0,59.51,1269,NOTES
狂イ咲ケ焔ノ華,A,139.12,139.47,46.32,0,0,109.54,1860,PEAK
BLUE STRAGGLER,N,38.09,35.71,11.35,0,0,2.4,440,NOTES
BLUE STRAGGLER,H,65.87,61.42,34.05,0,0,20.31,761,NOTES
BLUE STRAGGLER,A,114.96,113.15,41.62,0,0,65.27,1328,NOTES
トリカゴノ鳳凰,N,41.87,40,5.72,0,26.73,5.2,586,NOTES
トリカゴノ鳳凰,H,75.53,72.85,18.74,0,58.29,21.91,1057,NOTES
トリカゴノ鳳凰,A,138.05,126.31,42.16,0,75.6,118.13,1932,NOTES
キャトられ♥恋はモ～モク,N,53.8,60,23.48,0,0,22,751,PEAK
キャトられ♥恋はモ～モク,H,97.36,95.71,27.14,0,0,64.57,1359,NOTES
キャトられ♥恋はモ～モク,A,142.43,139.47,86.12,0,0,135.58,1988,NOTES
Confiserie,N,43.41,38.57,6.53,0,0,2,484,NOTES
Confiserie,H,98.4,81.42,64.69,0,0,54.2,1097,NOTES
Confiserie,A,164.14,171.42,82.34,0,0,142.55,1833,PEAK
POINT ZERO,N,32.28,38.57,11.44,0,0,20.45,370,PEAK
POINT ZERO,H,57.86,64.28,22.25,0,0,37.04,663,PEAK
POINT ZERO,A,93.2,97.14,20.98,0,0,78.68,1068,PEAK
portal,N,35.78,40,0,0,0,21.6,438,PEAK
portal,H,60.13,61.42,1.19,0,0,40.84,736,PEAK
portal,A,89.05,91.42,6.54,0,0,80.1,1090,PEAK
connective,N,16.32,18.57,4.1,0,0,3.2,203,PEAK
connective,H,45.36,41.42,10.54,0,0,17.09,564,NOTES
connective,A,64.75,55.71,11.72,0,0,42.73,805,NOTES
Proof of the existence,N,45.51,52.85,15.39,0,0,29.89,603,PEAK
Proof of the existence,H,83.33,90,28.59,0,0,65.79,1104,PEAK
Proof of the existence,A,126.43,130.26,30.24,0,0,114.35,1675,PEAK
Rainbow after snow,N,28.47,28.57,5.04,0,0,9.65,370,PEAK
Rainbow after snow,H,57.26,57.14,6.72,0,0,40.02,744,NOTES
Rainbow after snow,A,83.89,84.28,7.29,0,0,76.75,1090,PEAK
Tp-RZ,N,39.59,38.57,9.85,0,0,5,439,NOTES
Tp-RZ,H,63.22,60,17.74,0,0,12.03,701,NOTES
Tp-RZ,A,102.45,85.71,19.05,0,0,48.57,1136,NOTES
Re:GENERATION,N,39.29,37.14,15.47,0,0,3.8,481,NOTES
Re:GENERATION,H,66.17,67.14,54.76,0,0,31.11,810,PEAK
Re:GENERATION,A,93.54,74.28,46.42,0,0,50.97,1145,NOTES
In Heaven,N,30.91,28.57,12.83,0,0,7.8,386,NOTES
In Heaven,H,59.66,51.42,14,0,0,33.8,745,NOTES
In Heaven,A,85.85,72.85,30.92,0,0,66.27,1072,NOTES
GRADIUS 2012,N,35.24,37.14,12.7,0,14.84,7.4,465,PEAK
GRADIUS 2012,H,65.87,60,37.55,0,67.93,47.42,869,CHARGE
GRADIUS 2012,A,104.6,95.71,53.57,0,95.43,101.12,1380,NOTES
CONCEPTUAL,N,35.5,32.85,9.92,0,0,5.8,417,NOTES
CONCEPTUAL,H,58.66,48.57,14.26,0,0,16,689,NOTES
CONCEPTUAL,A,118.42,103.94,42.8,0,0,104.94,1391,NOTES
龍と少女とデコヒーレンス,N,33.46,34.28,13.13,0,0,6.31,427,PEAK
龍と少女とデコヒーレンス,H,67.63,62.85,15.98,0,0,14.47,863,NOTES
龍と少女とデコヒーレンス,A,118.73,106.57,24.55,0,0,95.37,1515,NOTES
龍と少女とデコヒーレンス,L,134.25,128.94,35.4,0,86.34,117.64,1713,NOTES
Elemental Creation,N,58.26,60,30.99,0,0,19.71,767,PEAK
Elemental Creation,H,94.8,85.71,36.52,0,0,70.36,1248,NOTES
Elemental Creation,A,161.58,153.57,58.11,0,0,174.38,2130,CHORD
8bit Princess,N,26.36,24.28,15.85,0,0,1.2,327,NOTES
8bit Princess,H,55.63,47.14,15.85,0,0,24.6,690,NOTES
8bit Princess,A,106.34,88.57,32.3,0,0,108.42,1319,CHORD
下弦の月,N,38.27,40,12.27,0,0,21.66,477,PEAK
下弦の月,H,60.58,70,13.44,0,0,51.44,755,PEAK
下弦の月,A,80.24,81.42,27.47,0,0,88.81,1000,CHORD
New Lights,N,41.26,35.71,28.87,0,0,7.6,531,NOTES
New Lights,H,72.18,67.14,51.51,0,0,63.07,929,NOTES
New Lights,A,97.12,92.85,53.78,0,0,108.26,1250,CHORD
Howling,N,24.53,31.42,27.45,0,0,1,280,PEAK
Howling,H,60.9,54.28,41.5,0,0,29.55,695,NOTES
Howling,A,93.41,78.57,63.21,0,0,63.37,1066,NOTES
Howling,L,118.3,101.31,98.96,0,0,107.92,1350,NOTES
VEGA,N,47.22,41.42,14.8,0,0,15.2,581,NOTES
VEGA,H,86.23,77.14,26.05,0,0.46,75.1,1061,NOTES
VEGA,A,128.73,117.1,60.99,0,0.46,127.12,1584,NOTES
Präludium,N,30.19,28.57,3.09,0,0,3.4,355,NOTES
Präludium,H,62.26,61.42,11.15,0,0,17.23,732,NOTES
Präludium,A,99,91.42,21.68,0,0,54.75,1164,NOTES
rumrum triplets,N,37.16,41.42,15.44,0,0,6,491,PEAK
rumrum triplets,H,77.88,77.14,24.81,0,0,38.58,1029,NOTES
rumrum triplets,A,116.63,111.84,34.74,0,0,108.29,1541,NOTES
Thor's Hammer,N,45.75,58.57,13.57,0,0,15.94,491,PEAK
Thor's Hammer,H,88.06,92.85,29.19,0,0,27.5,945,PEAK
Thor's Hammer,A,152.87,171.42,72.65,0,0,107.61,1641,PEAK
BRAVE GLOW,N,33.19,31.42,38.67,0,0,7.71,419,SCRATCH
